College,Gender,Race,Year,demographics tooltip,Number of students
Nursing,Female,Hispanic,2017,131 (0.3%) students,131
Nursing,Female,"Black or African American, two or more excluding Hispanic",2017,6 (0.0%) students,6
Nursing,Female,"Black or African American, only",2017,29 (0.1%) students,29
Nursing,Female,"Asian, only",2017,108 (0.2%) students,108
Nursing,Female,"American Indian or Alaska Native, only",2017,No students match your selections or these data are privacy suppressed.,
Nursing,Female,"White, only",2016,374 (0.7%) students,374
Nursing,Female,Unknown or Blank,2016,13 (0.0%) students,13
Nursing,Female,"Two or more, excluding Hispanic and Black or African American",2016,16 (0.0%) students,16
Nursing,Female,Non-resident Alien,2016,18 (0.0%) students,18
Nursing,Female,Hispanic,2016,129 (0.3%) students,129
Nursing,Female,"Black or African American, two or more excluding Hispanic",2016,5 (0.0%) students,5
Nursing,Female,"Black or African American, only",2016,33 (0.1%) students,33
Nursing,Female,"Asian, only",2016,101 (0.2%) students,101
Nursing,Female,"American Indian or Alaska Native, only",2016,No students match your selections or these data are privacy suppressed.,
Nursing,Female,"White, only",2015,392 (0.8%) students,392
Nursing,Female,Unknown or Blank,2015,12 (0.0%) students,12
Nursing,Female,"Two or more, excluding Hispanic and Black or African American",2015,14 (0.0%) students,14
Nursing,Female,Non-resident Alien,2015,21 (0.0%) students,21
Nursing,Female,Hispanic,2015,130 (0.3%) students,130
Nursing,Female,"Black or African American, two or more excluding Hispanic",2015,No students match your selections or these data are privacy suppressed.,
Nursing,Female,"Black or African American, only",2015,35 (0.1%) students,35
Nursing,Female,"Asian, only",2015,100 (0.2%) students,100
Nursing,Female,"American Indian or Alaska Native, only",2015,No students match your selections or these data are privacy suppressed.,
Nursing,Female,"White, only",2014,421 (0.8%) students,421
Nursing,Female,Unknown or Blank,2014,10 (0.0%) students,10
Nursing,Female,"Two or more, excluding Hispanic and Black or African American",2014,18 (0.0%) students,18
Nursing,Female,Non-resident Alien,2014,18 (0.0%) students,18
Nursing,Female,Hispanic,2014,141 (0.3%) students,141
Nursing,Female,"Black or African American, two or more excluding Hispanic",2014,No students match your selections or these data are privacy suppressed.,
Nursing,Female,"Black or African American, only",2014,38 (0.1%) students,38
Nursing,Female,"Asian, only",2014,90 (0.2%) students,90
Nursing,Female,"American Indian or Alaska Native, only",2014,No students match your selections or these data are privacy suppressed.,
Nursing,Female,"White, only",2013,459 (0.9%) students,459
Nursing,Female,Unknown or Blank,2013,13 (0.0%) students,13
Nursing,Female,"Two or more, excluding Hispanic and Black or African American",2013,24 (0.0%) students,24
Nursing,Female,Non-resident Alien,2013,15 (0.0%) students,15
Nursing,Female,Hispanic,2013,161 (0.3%) students,161
Nursing,Female,"Black or African American, two or more excluding Hispanic",2013,No students match your selections or these data are privacy suppressed.,
Nursing,Female,"Black or African American, only",2013,42 (0.1%) students,42
Nursing,Female,"Asian, only",2013,90 (0.2%) students,90
Nursing,Female,"American Indian or Alaska Native, only",2013,No students match your selections or these data are privacy suppressed.,
Nursing,Female,"White, only",2012,562 (1.1%) students,562
Nursing,Female,Unknown or Blank,2012,9 (0.0%) students,9
Nursing,Female,"Two or more, excluding Hispanic and Black or African American",2012,20 (0.0%) students,20
Nursing,Female,Non-resident Alien,2012,19 (0.0%) students,19
Nursing,Female,Hispanic,2012,173 (0.3%) students,173
Nursing,Female,"Black or African American, two or more excluding Hispanic",2012,No students match your selections or these data are privacy suppressed.,
Nursing,Female,"Black or African American, only",2012,49 (0.1%) students,49
Nursing,Female,"Asian, only",2012,90 (0.2%) students,90
Nursing,Female,"American Indian or Alaska Native, only",2012,No students match your selections or these data are privacy suppressed.,
Nursing,Female,"White, only",2011,556 (1.1%) students,556
Nursing,Female,Unknown or Blank,2011,12 (0.0%) students,12
Nursing,Female,"Two or more, excluding Hispanic and Black or African American",2011,14 (0.0%) students,14
Nursing,Female,Non-resident Alien,2011,31 (0.1%) students,31
Nursing,Female,Hispanic,2011,169 (0.3%) students,169
Nursing,Female,"Black or African American, two or more excluding Hispanic",2011,No students match your selections or these data are privacy suppressed.,
Nursing,Female,"Black or African American, only",2011,64 (0.1%) students,64
Nursing,Female,"Asian, only",2011,100 (0.2%) students,100
Nursing,Female,"American Indian or Alaska Native, only",2011,No students match your selections or these data are privacy suppressed.,
Nursing,Female,"White, only",2010,583 (1.1%) students,583
Nursing,Female,Unknown or Blank,2010,10 (0.0%) students,10
Nursing,Female,"Two or more, excluding Hispanic and Black or African American",2010,6 (0.0%) students,6
Nursing,Female,Non-resident Alien,2010,38 (0.1%) students,38
Nursing,Female,Hispanic,2010,152 (0.3%) students,152
Nursing,Female,"Black or African American, two or more excluding Hispanic",2010,No students match your selections or these data are privacy suppressed.,
Nursing,Female,"Black or African American, only",2010,61 (0.1%) students,61
Nursing,Female,"Asian, only",2010,104 (0.2%) students,104
Nursing,Female,"American Indian or Alaska Native, only",2010,No students match your selections or these data are privacy suppressed.,
Nursing,Female,"White, only",2009,587 (1.2%) students,587
Nursing,Female,Unknown or Blank,2009,No students match your selections or these data are privacy suppressed.,
Nursing,Female,"Two or more, excluding Hispanic and Black or African American",2009,No students match your selections or these data are privacy suppressed.,
Nursing,Female,Non-resident Alien,2009,45 (0.1%) students,45
Nursing,Female,Hispanic,2009,164 (0.3%) students,164
Nursing,Female,"Black or African American, two or more excluding Hispanic",2009,No students match your selections or these data are privacy suppressed.,
Nursing,Female,"Black or African American, only",2009,59 (0.1%) students,59
Nursing,Female,"Asian, only",2009,118 (0.2%) students,118
Nursing,Female,"American Indian or Alaska Native, only",2009,6 (0.0%) students,6
Nursing,Female,"White, only",2008,577 (1.2%) students,577
Nursing,Female,Unknown or Blank,2008,No students match your selections or these data are privacy suppressed.,
Nursing,Female,"Two or more, excluding Hispanic and Black or African American",2008,No students match your selections or these data are privacy suppressed.,
Nursing,Female,Non-resident Alien,2008,38 (0.1%) students,38
Nursing,Female,Hispanic,2008,160 (0.3%) students,160
Nursing,Female,"Black or African American, two or more excluding Hispanic",2008,No students match your selections or these data are privacy suppressed.,
Nursing,Female,"Black or African American, only",2008,52 (0.1%) students,52
Nursing,Female,"Asian, only",2008,94 (0.2%) students,94
Nursing,Female,"American Indian or Alaska Native, only",2008,6 (0.0%) students,6
Nursing,Male,"White, only",2018,39 (0.1%) students,39
Nursing,Male,"Two or more, excluding Hispanic and Black or African American",2018,7 (0.0%) students,7
Nursing,Male,Non-resident Alien,2018,No students match your selections or these data are privacy suppressed.,
Nursing,Male,Hispanic,2018,23 (0.0%) students,23
Nursing,Male,"Black or African American, only",2018,7 (0.0%) students,7
Nursing,Male,"Asian, only",2018,19 (0.0%) students,19
Nursing,Male,"White, only",2017,43 (0.1%) students,43
Nursing,Male,"Two or more, excluding Hispanic and Black or African American",2017,5 (0.0%) students,5
Nursing,Male,Non-resident Alien,2017,No students match your selections or these data are privacy suppressed.,
Nursing,Male,Hispanic,2017,23 (0.0%) students,23
Nursing,Male,"Black or African American, only",2017,No students match your selections or these data are privacy suppressed.,
Nursing,Male,"Asian, only",2017,14 (0.0%) students,14
Nursing,Male,"White, only",2016,38 (0.1%) students,38
Nursing,Male,"Two or more, excluding Hispanic and Black or African American",2016,No students match your selections or these data are privacy suppressed.,
Nursing,Male,Non-resident Alien,2016,No students match your selections or these data are privacy suppressed.,
Nursing,Male,Hispanic,2016,22 (0.0%) students,22
Nursing,Male,"Black or African American, only",2016,6 (0.0%) students,6
Nursing,Male,"Asian, only",2016,17 (0.0%) students,17
Nursing,Male,"White, only",2015,43 (0.1%) students,43
Nursing,Male,"Two or more, excluding Hispanic and Black or African American",2015,No students match your selections or these data are privacy suppressed.,
Nursing,Male,Non-resident Alien,2015,No students match your selections or these data are privacy suppressed.,
Nursing,Male,Hispanic,2015,23 (0.0%) students,23
Nursing,Male,"Black or African American, only",2015,No students match your selections or these data are privacy suppressed.,
Nursing,Male,"Asian, only",2015,16 (0.0%) students,16
Nursing,Male,"White, only",2014,63 (0.1%) students,63
Nursing,Male,"Two or more, excluding Hispanic and Black or African American",2014,No students match your selections or these data are privacy suppressed.,
Nursing,Male,Non-resident Alien,2014,No students match your selections or these data are privacy suppressed.,
Nursing,Male,Hispanic,2014,21 (0.0%) students,21
Nursing,Male,"Black or African American, only",2014,No students match your selections or these data are privacy suppressed.,
Nursing,Male,"Asian, only",2014,21 (0.0%) students,21
Nursing,Male,"White, only",2013,72 (0.1%) students,72
Nursing,Male,"Two or more, excluding Hispanic and Black or African American",2013,No students match your selections or these data are privacy suppressed.,
Nursing,Male,Non-resident Alien,2013,No students match your selections or these data are privacy suppressed.,
Nursing,Male,Hispanic,2013,18 (0.0%) students,18
Nursing,Male,"Black or African American, only",2013,5 (0.0%) students,5
Nursing,Male,"Asian, only",2013,17 (0.0%) students,17
Nursing,Male,"White, only",2012,62 (0.1%) students,62
Nursing,Male,"Two or more, excluding Hispanic and Black or African American",2012,No students match your selections or these data are privacy suppressed.,
Nursing,Male,Non-resident Alien,2012,No students match your selections or these data are privacy suppressed.,
Nursing,Male,Hispanic,2012,30 (0.1%) students,30
Nursing,Male,"Black or African American, only",2012,7 (0.0%) students,7
Nursing,Male,"Asian, only",2012,19 (0.0%) students,19
Nursing,Male,"White, only",2011,61 (0.1%) students,61
Nursing,Male,"Two or more, excluding Hispanic and Black or African American",2011,5 (0.0%) students,5
Nursing,Male,Non-resident Alien,2011,5 (0.0%) students,5
Nursing,Male,Hispanic,2011,32 (0.1%) students,32
Nursing,Male,"Black or African American, only",2011,7 (0.0%) students,7
Nursing,Male,"Asian, only",2011,22 (0.0%) students,22
Nursing,Male,"White, only",2010,60 (0.1%) students,60
Nursing,Male,"Two or more, excluding Hispanic and Black or African American",2010,No students match your selections or these data are privacy suppressed.,
Nursing,Male,Non-resident Alien,2010,No students match your selections or these data are privacy suppressed.,
Nursing,Male,Hispanic,2010,26 (0.1%) students,26
Nursing,Male,"Black or African American, only",2010,9 (0.0%) students,9
Nursing,Male,"Asian, only",2010,20 (0.0%) students,20
Nursing,Male,"White, only",2009,61 (0.1%) students,61
Nursing,Male,"Two or more, excluding Hispanic and Black or African American",2009,No students match your selections or these data are privacy suppressed.,
Nursing,Male,Non-resident Alien,2009,No students match your selections or these data are privacy suppressed.,
Nursing,Male,Hispanic,2009,26 (0.1%) students,26
Nursing,Male,"Black or African American, only",2009,8 (0.0%) students,8
Nursing,Male,"Asian, only",2009,16 (0.0%) students,16
Nursing,Male,"White, only",2008,41 (0.1%) students,41
Nursing,Male,"Two or more, excluding Hispanic and Black or African American",2008,No students match your selections or these data are privacy suppressed.,
Nursing,Male,Non-resident Alien,2008,No students match your selections or these data are privacy suppressed.,
Nursing,Male,Hispanic,2008,29 (0.1%) students,29
Nursing,Male,"Black or African American, only",2008,6 (0.0%) students,6
Nursing,Male,"Asian, only",2008,12 (0.0%) students,12
Pharmacy,Female,"White, only",2018,135 (0.3%) students,135
Pharmacy,Female,Unknown or Blank,2018,10 (0.0%) students,10
Pharmacy,Female,"Two or more, excluding Hispanic and Black or African American",2018,7 (0.0%) students,7
Pharmacy,Female,Non-resident Alien,2018,29 (0.1%) students,29
Pharmacy,Female,Hispanic,2018,65 (0.1%) students,65
Pharmacy,Female,"Black or African American, two or more excluding Hispanic",2018,5 (0.0%) students,5
Pharmacy,Female,"Black or African American, only",2018,12 (0.0%) students,12
Pharmacy,Female,"Asian, only",2018,124 (0.2%) students,124
Pharmacy,Female,"White, only",2017,147 (0.3%) students,147
Pharmacy,Female,Unknown or Blank,2017,7 (0.0%) students,7
Pharmacy,Female,"Two or more, excluding Hispanic and Black or African American",2017,5 (0.0%) students,5
Pharmacy,Female,Non-resident Alien,2017,29 (0.1%) students,29
Pharmacy,Female,Hispanic,2017,62 (0.1%) students,62
Pharmacy,Female,"Black or African American, two or more excluding Hispanic",2017,5 (0.0%) students,5
Pharmacy,Female,"Black or African American, only",2017,13 (0.0%) students,13
Pharmacy,Female,"Asian, only",2017,112 (0.2%) students,112
Pharmacy,Female,"White, only",2016,141 (0.3%) students,141
Pharmacy,Female,Unknown or Blank,2016,No students match your selections or these data are privacy suppressed.,
Pharmacy,Female,"Two or more, excluding Hispanic and Black or African American",2016,No students match your selections or these data are privacy suppressed.,
Pharmacy,Female,Non-resident Alien,2016,29 (0.1%) students,29
Pharmacy,Female,Hispanic,2016,59 (0.1%) students,59
Pharmacy,Female,"Black or African American, two or more excluding Hispanic",2016,No students match your selections or these data are privacy suppressed.,
Pharmacy,Female,"Black or African American, only",2016,18 (0.0%) students,18
Pharmacy,Female,"Asian, only",2016,116 (0.2%) students,116
Pharmacy,Female,"White, only",2015,151 (0.3%) students,151
Pharmacy,Female,Unknown or Blank,2015,No students match your selections or these data are privacy suppressed.,
Pharmacy,Female,"Two or more, excluding Hispanic and Black or African American",2015,No students match your selections or these data are privacy suppressed.,
Pharmacy,Female,Non-resident Alien,2015,27 (0.1%) students,27
Pharmacy,Female,Hispanic,2015,53 (0.1%) students,53
Pharmacy,Female,"Black or African American, two or more excluding Hispanic",2015,No students match your selections or these data are privacy suppressed.,
Pharmacy,Female,"Black or African American, only",2015,18 (0.0%) students,18
Pharmacy,Female,"Asian, only",2015,122 (0.2%) students,122
Pharmacy,Female,"White, only",2014,145 (0.3%) students,145
Pharmacy,Female,Unknown or Blank,2014,No students match your selections or these data are privacy suppressed.,
Pharmacy,Female,"Two or more, excluding Hispanic and Black or African American",2014,No students match your selections or these data are privacy suppressed.,
Pharmacy,Female,Non-resident Alien,2014,28 (0.1%) students,28
Pharmacy,Female,Hispanic,2014,55 (0.1%) students,55
Pharmacy,Female,"Black or African American, two or more excluding Hispanic",2014,No students match your selections or these data are privacy suppressed.,
Pharmacy,Female,"Black or African American, only",2014,19 (0.0%) students,19
Pharmacy,Female,"Asian, only",2014,120 (0.2%) students,120
Pharmacy,Female,"White, only",2013,142 (0.3%) students,142
Pharmacy,Female,Unknown or Blank,2013,No students match your selections or these data are privacy suppressed.,
Pharmacy,Female,"Two or more, excluding Hispanic and Black or African American",2013,No students match your selections or these data are privacy suppressed.,
Pharmacy,Female,Non-resident Alien,2013,28 (0.1%) students,28
Pharmacy,Female,Hispanic,2013,59 (0.1%) students,59
Pharmacy,Female,"Black or African American, two or more excluding Hispanic",2013,No students match your selections or these data are privacy suppressed.,
Pharmacy,Female,"Black or African American, only",2013,15 (0.0%) students,15
Pharmacy,Female,"Asian, only",2013,118 (0.2%) students,118
Pharmacy,Female,"White, only",2012,145 (0.3%) students,145
Pharmacy,Female,Unknown or Blank,2012,No students match your selections or these data are privacy suppressed.,
Pharmacy,Female,"Two or more, excluding Hispanic and Black or African American",2012,No students match your selections or these data are privacy suppressed.,
Pharmacy,Female,Non-resident Alien,2012,25 (0.0%) students,25
Pharmacy,Female,Hispanic,2012,64 (0.1%) students,64
Pharmacy,Female,"Black or African American, two or more excluding Hispanic",2012,No students match your selections or these data are privacy suppressed.,
Pharmacy,Female,"Black or African American, only",2012,13 (0.0%) students,13
Pharmacy,Female,"Asian, only",2012,108 (0.2%) students,108
Pharmacy,Female,"White, only",2011,153 (0.3%) students,153
Pharmacy,Female,Unknown or Blank,2011,No students match your selections or these data are privacy suppressed.,
Pharmacy,Female,"Two or more, excluding Hispanic and Black or African American",2011,No students match your selections or these data are privacy suppressed.,
Pharmacy,Female,Non-resident Alien,2011,28 (0.1%) students,28
Pharmacy,Female,Hispanic,2011,64 (0.1%) students,64
Pharmacy,Female,"Black or African American, two or more excluding Hispanic",2011,No students match your selections or these data are privacy suppressed.,
Pharmacy,Female,"Black or African American, only",2011,11 (0.0%) students,11
Pharmacy,Female,"Asian, only",2011,99 (0.2%) students,99
Pharmacy,Female,"White, only",2010,150 (0.3%) students,150
Pharmacy,Female,Unknown or Blank,2010,No students match your selections or these data are privacy suppressed.,
Pharmacy,Female,"Two or more, excluding Hispanic and Black or African American",2010,No students match your selections or these data are privacy suppressed.,
Pharmacy,Female,Non-resident Alien,2010,26 (0.1%) students,26
Pharmacy,Female,Hispanic,2010,71 (0.1%) students,71
Pharmacy,Female,"Black or African American, two or more excluding Hispanic",2010,No students match your selections or these data are privacy suppressed.,
Pharmacy,Female,"Black or African American, only",2010,14 (0.0%) students,14
Pharmacy,Female,"Asian, only",2010,90 (0.2%) students,90
Pharmacy,Female,"White, only",2009,171 (0.3%) students,171
Pharmacy,Female,Unknown or Blank,2009,No students match your selections or these data are privacy suppressed.,
Pharmacy,Female,"Two or more, excluding Hispanic and Black or African American",2009,No students match your selections or these data are privacy suppressed.,
Pharmacy,Female,Non-resident Alien,2009,26 (0.1%) students,26
Pharmacy,Female,Hispanic,2009,82 (0.2%) students,82
Pharmacy,Female,"Black or African American, two or more excluding Hispanic",2009,No students match your selections or these data are privacy suppressed.,
Pharmacy,Female,"Black or African American, only",2009,11 (0.0%) students,11
Pharmacy,Female,"Asian, only",2009,90 (0.2%) students,90
Pharmacy,Female,"White, only",2008,171 (0.3%) students,171
Pharmacy,Female,Unknown or Blank,2008,No students match your selections or these data are privacy suppressed.,
Pharmacy,Female,"Two or more, excluding Hispanic and Black or African American",2008,No students match your selections or these data are privacy suppressed.,
Pharmacy,Female,Non-resident Alien,2008,27 (0.1%) students,27
Pharmacy,Female,Hispanic,2008,80 (0.2%) students,80
Pharmacy,Female,"Black or African American, two or more excluding Hispanic",2008,No students match your selections or these data are privacy suppressed.,
Pharmacy,Female,"Black or African American, only",2008,11 (0.0%) students,11
Pharmacy,Female,"Asian, only",2008,81 (0.2%) students,81
Pharmacy,Male,"White, only",2018,52 (0.1%) students,52
Pharmacy,Male,Unknown or Blank,2018,5 (0.0%) students,5
Pharmacy,Male,"Two or more, excluding Hispanic and Black or African American",2018,8 (0.0%) students,8
Pharmacy,Male,Non-resident Alien,2018,21 (0.0%) students,21
Pharmacy,Male,Hispanic,2018,51 (0.1%) students,51
Pharmacy,Male,"Black or African American, only",2018,9 (0.0%) students,9
Pharmacy,Male,"Asian, only",2018,55 (0.1%) students,55
Pharmacy,Male,"White, only",2017,53 (0.1%) students,53
Pharmacy,Male,Unknown or Blank,2017,5 (0.0%) students,5
Pharmacy,Male,"Two or more, excluding Hispanic and Black or African American",2017,9 (0.0%) students,9
Pharmacy,Male,Non-resident Alien,2017,25 (0.0%) students,25
Pharmacy,Male,Hispanic,2017,45 (0.1%) students,45
Pharmacy,Male,"Black or African American, only",2017,11 (0.0%) students,11
Pharmacy,Male,"Asian, only",2017,56 (0.1%) students,56
Pharmacy,Male,"White, only",2016,56 (0.1%) students,56
Pharmacy,Male,Unknown or Blank,2016,5 (0.0%) students,5
Pharmacy,Male,"Two or more, excluding Hispanic and Black or African American",2016,8 (0.0%) students,8
Pharmacy,Male,Non-resident Alien,2016,26 (0.1%) students,26
Pharmacy,Male,Hispanic,2016,47 (0.1%) students,47
Pharmacy,Male,"Black or African American, only",2016,10 (0.0%) students,10
Pharmacy,Male,"Asian, only",2016,58 (0.1%) students,58
Pharmacy,Male,"White, only",2015,62 (0.1%) students,62
Pharmacy,Male,Unknown or Blank,2015,5 (0.0%) students,5
Pharmacy,Male,"Two or more, excluding Hispanic and Black or African American",2015,7 (0.0%) students,7
Pharmacy,Male,Non-resident Alien,2015,21 (0.0%) students,21
Pharmacy,Male,Hispanic,2015,47 (0.1%) students,47
Pharmacy,Male,"Black or African American, only",2015,7 (0.0%) students,7
Pharmacy,Male,"Asian, only",2015,64 (0.1%) students,64
Pharmacy,Male,"White, only",2014,69 (0.1%) students,69
Pharmacy,Male,Unknown or Blank,2014,No students match your selections or these data are privacy suppressed.,
Pharmacy,Male,"Two or more, excluding Hispanic and Black or African American",2014,No students match your selections or these data are privacy suppressed.,
Pharmacy,Male,Non-resident Alien,2014,20 (0.0%) students,20
Pharmacy,Male,Hispanic,2014,48 (0.1%) students,48
Pharmacy,Male,"Black or African American, only",2014,6 (0.0%) students,6
Pharmacy,Male,"Asian, only",2014,65 (0.1%) students,65
Pharmacy,Male,"White, only",2013,77 (0.1%) students,77
Pharmacy,Male,Unknown or Blank,2013,6 (0.0%) students,6
Pharmacy,Male,"Two or more, excluding Hispanic and Black or African American",2013,No students match your selections or these data are privacy suppressed.,
Pharmacy,Male,Non-resident Alien,2013,17 (0.0%) students,17
Pharmacy,Male,Hispanic,2013,60 (0.1%) students,60
Pharmacy,Male,"Black or African American, only",2013,6 (0.0%) students,6
Pharmacy,Male,"Asian, only",2013,66 (0.1%) students,66
Pharmacy,Male,"White, only",2012,74 (0.1%) students,74
Pharmacy,Male,Unknown or Blank,2012,No students match your selections or these data are privacy suppressed.,
Pharmacy,Male,"Two or more, excluding Hispanic and Black or African American",2012,No students match your selections or these data are privacy suppressed.,
Pharmacy,Male,Non-resident Alien,2012,22 (0.0%) students,22
Pharmacy,Male,Hispanic,2012,63 (0.1%) students,63
Pharmacy,Male,"Black or African American, only",2012,8 (0.0%) students,8
Pharmacy,Male,"Asian, only",2012,61 (0.1%) students,61
Pharmacy,Male,"White, only",2011,77 (0.2%) students,77
Pharmacy,Male,Unknown or Blank,2011,No students match your selections or these data are privacy suppressed.,
Pharmacy,Male,"Two or more, excluding Hispanic and Black or African American",2011,No students match your selections or these data are privacy suppressed.,
Pharmacy,Male,Non-resident Alien,2011,21 (0.0%) students,21
Pharmacy,Male,Hispanic,2011,64 (0.1%) students,64
Pharmacy,Male,"Black or African American, only",2011,11 (0.0%) students,11
Pharmacy,Male,"Asian, only",2011,62 (0.1%) students,62
Pharmacy,Male,"White, only",2010,74 (0.1%) students,74
Pharmacy,Male,Unknown or Blank,2010,No students match your selections or these data are privacy suppressed.,
Pharmacy,Male,"Two or more, excluding Hispanic and Black or African American",2010,No students match your selections or these data are privacy suppressed.,
Pharmacy,Male,Non-resident Alien,2010,22 (0.0%) students,22
Pharmacy,Male,Hispanic,2010,68 (0.1%) students,68
Pharmacy,Male,"Black or African American, only",2010,13 (0.0%) students,13
Pharmacy,Male,"Asian, only",2010,46 (0.1%) students,46
Pharmacy,Male,"White, only",2009,74 (0.1%) students,74
Pharmacy,Male,Unknown or Blank,2009,No students match your selections or these data are privacy suppressed.,
Pharmacy,Male,"Two or more, excluding Hispanic and Black or African American",2009,No students match your selections or these data are privacy suppressed.,
Pharmacy,Male,Non-resident Alien,2009,25 (0.0%) students,25
Pharmacy,Male,Hispanic,2009,58 (0.1%) students,58
Pharmacy,Male,"Black or African American, only",2009,10 (0.0%) students,10
Pharmacy,Male,"Asian, only",2009,37 (0.1%) students,37
Pharmacy,Male,"White, only",2008,68 (0.1%) students,68
Pharmacy,Male,Unknown or Blank,2008,No students match your selections or these data are privacy suppressed.,
Pharmacy,Male,"Two or more, excluding Hispanic and Black or African American",2008,No students match your selections or these data are privacy suppressed.,
Pharmacy,Male,Non-resident Alien,2008,22 (0.0%) students,22
Pharmacy,Male,Hispanic,2008,59 (0.1%) students,59
Pharmacy,Male,"Black or African American, only",2008,11 (0.0%) students,11
Pharmacy,Male,"Asian, only",2008,41 (0.1%) students,41
Public Affairs,Female,"White, only",2018,129 (0.2%) students,129
Public Affairs,Female,Unknown or Blank,2018,6 (0.0%) students,6
Public Affairs,Female,"Two or more, excluding Hispanic and Black or African American",2018,5 (0.0%) students,5
Public Affairs,Female,Non-resident Alien,2018,17 (0.0%) students,17
Public Affairs,Female,Hispanic,2018,38 (0.1%) students,38
Public Affairs,Female,"Black or African American, only",2018,No students match your selections or these data are privacy suppressed.,
Public Affairs,Female,"Asian, only",2018,16 (0.0%) students,16
Public Affairs,Female,"White, only",2017,139 (0.3%) students,139
Public Affairs,Female,Unknown or Blank,2017,5 (0.0%) students,5
Public Affairs,Female,"Two or more, excluding Hispanic and Black or African American",2017,No students match your selections or these data are privacy suppressed.,
Public Affairs,Female,Non-resident Alien,2017,26 (0.1%) students,26
Public Affairs,Female,Hispanic,2017,34 (0.1%) students,34
Public Affairs,Female,"Black or African American, only",2017,No students match your selections or these data are privacy suppressed.,
Public Affairs,Female,"Asian, only",2017,12 (0.0%) students,12
Public Affairs,Female,"White, only",2016,116 (0.2%) students,116
Public Affairs,Female,Unknown or Blank,2016,No students match your selections or these data are privacy suppressed.,
Public Affairs,Female,"Two or more, excluding Hispanic and Black or African American",2016,No students match your selections or these data are privacy suppressed.,
Public Affairs,Female,Non-resident Alien,2016,27 (0.1%) students,27
Public Affairs,Female,Hispanic,2016,20 (0.0%) students,20
Public Affairs,Female,"Black or African American, only",2016,No students match your selections or these data are privacy suppressed.,
Public Affairs,Female,"Asian, only",2016,13 (0.0%) students,13
Public Affairs,Female,"White, only",2015,112 (0.2%) students,112
Public Affairs,Female,Unknown or Blank,2015,8 (0.0%) students,8
Public Affairs,Female,"Two or more, excluding Hispanic and Black or African American",2015,No students match your selections or these data are privacy suppressed.,
Public Affairs,Female,Non-resident Alien,2015,22 (0.0%) students,22
Public Affairs,Female,Hispanic,2015,23 (0.0%) students,23
Public Affairs,Female,"Black or African American, only",2015,6 (0.0%) students,6
Public Affairs,Female,"Asian, only",2015,10 (0.0%) students,10
Public Affairs,Female,"White, only",2014,107 (0.2%) students,107
Public Affairs,Female,Unknown or Blank,2014,7 (0.0%) students,7
Public Affairs,Female,"Two or more, excluding Hispanic and Black or African American",2014,5 (0.0%) students,5
Public Affairs,Female,Non-resident Alien,2014,22 (0.0%) students,22
Public Affairs,Female,Hispanic,2014,33 (0.1%) students,33
Public Affairs,Female,"Black or African American, only",2014,10 (0.0%) students,10
Public Affairs,Female,"Asian, only",2014,9 (0.0%) students,9
Public Affairs,Female,"White, only",2013,129 (0.2%) students,129
Public Affairs,Female,Unknown or Blank,2013,6 (0.0%) students,6
Public Affairs,Female,"Two or more, excluding Hispanic and Black or African American",2013,5 (0.0%) students,5
Public Affairs,Female,Non-resident Alien,2013,24 (0.0%) students,24
Public Affairs,Female,Hispanic,2013,34 (0.1%) students,34
Public Affairs,Female,"Black or African American, only",2013,8 (0.0%) students,8
Public Affairs,Female,"Asian, only",2013,7 (0.0%) students,7
Public Affairs,Female,"White, only",2012,133 (0.3%) students,133
Public Affairs,Female,Unknown or Blank,2012,10 (0.0%) students,10
Public Affairs,Female,"Two or more, excluding Hispanic and Black or African American",2012,5 (0.0%) students,5
Public Affairs,Female,Non-resident Alien,2012,23 (0.0%) students,23
Public Affairs,Female,Hispanic,2012,27 (0.1%) students,27
Public Affairs,Female,"Black or African American, only",2012,No students match your selections or these data are privacy suppressed.,
Public Affairs,Female,"Asian, only",2012,11 (0.0%) students,11
Public Affairs,Female,"White, only",2011,113 (0.2%) students,113
Public Affairs,Female,Unknown or Blank,2011,8 (0.0%) students,8
Public Affairs,Female,"Two or more, excluding Hispanic and Black or African American",2011,No students match your selections or these data are privacy suppressed.,
Public Affairs,Female,Non-resident Alien,2011,20 (0.0%) students,20
Public Affairs,Female,Hispanic,2011,31 (0.1%) students,31
Public Affairs,Female,"Black or African American, only",2011,No students match your selections or these data are privacy suppressed.,
Public Affairs,Female,"Asian, only",2011,13 (0.0%) students,13
Public Affairs,Female,"White, only",2010,109 (0.2%) students,109
Public Affairs,Female,Unknown or Blank,2010,7 (0.0%) students,7
Public Affairs,Female,"Two or more, excluding Hispanic and Black or African American",2010,No students match your selections or these data are privacy suppressed.,
Public Affairs,Female,Non-resident Alien,2010,15 (0.0%) students,15
Public Affairs,Female,Hispanic,2010,22 (0.0%) students,22
Public Affairs,Female,"Black or African American, only",2010,8 (0.0%) students,8
Public Affairs,Female,"Asian, only",2010,10 (0.0%) students,10
Public Affairs,Female,"White, only",2009,112 (0.2%) students,112
Public Affairs,Female,Unknown or Blank,2009,8 (0.0%) students,8
Public Affairs,Female,"Two or more, excluding Hispanic and Black or African American",2009,No students match your selections or these data are privacy suppressed.,
Public Affairs,Female,Non-resident Alien,2009,19 (0.0%) students,19
Public Affairs,Female,Hispanic,2009,25 (0.0%) students,25
