College,Gender,Race,Year,Number of students
Liberal Arts,Female,"Black or African American, two or more excluding Hispanic",2011,23
Liberal Arts,Female,"Black or African American, only",2011,298
Liberal Arts,Female,"Asian, only",2011,578
Liberal Arts,Female,"American Indian or Alaska Native, only",2011,23
Liberal Arts,Female,"White, only",2010,3226
Liberal Arts,Female,Unknown or Blank,2010,57
Liberal Arts,Female,"Two or more, excluding Hispanic and Black or African American",2010,46
Liberal Arts,Female,Non-resident Alien,2010,348
Liberal Arts,Female,"Native Hawaiian or Other Pacific Islander, only",2010,0
Liberal Arts,Female,Hispanic,2010,1204
Liberal Arts,Female,"Black or African American, two or more excluding Hispanic",2010,17
Liberal Arts,Female,"Black or African American, only",2010,305
Liberal Arts,Female,"Asian, only",2010,648
Liberal Arts,Female,"American Indian or Alaska Native, only",2010,23
Liberal Arts,Female,"White, only",2009,3599
Liberal Arts,Female,Unknown or Blank,2009,50
Liberal Arts,Female,"Two or more, excluding Hispanic and Black or African American",2009,0
Liberal Arts,Female,Non-resident Alien,2009,337
Liberal Arts,Female,"Native Hawaiian or Other Pacific Islander, only",2009,0
Liberal Arts,Female,Hispanic,2009,1187
Liberal Arts,Female,"Black or African American, two or more excluding Hispanic",2009,0
Liberal Arts,Female,"Black or African American, only",2009,346
Liberal Arts,Female,"Asian, only",2009,732
Liberal Arts,Female,"American Indian or Alaska Native, only",2009,32
Liberal Arts,Female,"White, only",2008,3963
Liberal Arts,Female,Unknown or Blank,2008,41
Liberal Arts,Female,"Two or more, excluding Hispanic and Black or African American",2008,0
Liberal Arts,Female,Non-resident Alien,2008,348
Liberal Arts,Female,"Native Hawaiian or Other Pacific Islander, only",2008,0
Liberal Arts,Female,Hispanic,2008,1240
Liberal Arts,Female,"Black or African American, two or more excluding Hispanic",2008,0
Liberal Arts,Female,"Black or African American, only",2008,376
Liberal Arts,Female,"Asian, only",2008,731
Liberal Arts,Female,"American Indian or Alaska Native, only",2008,37
Liberal Arts,Male,"White, only",2018,2039
Liberal Arts,Male,Unknown or Blank,2018,35
Liberal Arts,Male,"Two or more, excluding Hispanic and Black or African American",2018,111
Liberal Arts,Male,Non-resident Alien,2018,417
Liberal Arts,Male,"Native Hawaiian or Other Pacific Islander, only",2018,0
Liberal Arts,Male,Hispanic,2018,1075
Liberal Arts,Male,"Black or African American, two or more excluding Hispanic",2018,30
Liberal Arts,Male,"Black or African American, only",2018,153
Liberal Arts,Male,"Asian, only",2018,507
Liberal Arts,Male,"American Indian or Alaska Native, only",2018,13
Liberal Arts,Male,"White, only",2017,2237
Liberal Arts,Male,Unknown or Blank,2017,42
Liberal Arts,Male,"Two or more, excluding Hispanic and Black or African American",2017,117
Liberal Arts,Male,Non-resident Alien,2017,387
Liberal Arts,Male,"Native Hawaiian or Other Pacific Islander, only",2017,0
Liberal Arts,Male,Hispanic,2017,1120
Liberal Arts,Male,"Black or African American, two or more excluding Hispanic",2017,38
Liberal Arts,Male,"Black or African American, only",2017,169
Liberal Arts,Male,"Asian, only",2017,525
Liberal Arts,Male,"American Indian or Alaska Native, only",2017,17
Liberal Arts,Male,"White, only",2016,2304
Liberal Arts,Male,Unknown or Blank,2016,52
Liberal Arts,Male,"Two or more, excluding Hispanic and Black or African American",2016,129
Liberal Arts,Male,Non-resident Alien,2016,422
Liberal Arts,Male,"Native Hawaiian or Other Pacific Islander, only",2016,0
Liberal Arts,Male,Hispanic,2016,1114
Liberal Arts,Male,"Black or African American, two or more excluding Hispanic",2016,33
Liberal Arts,Male,"Black or African American, only",2016,161
Liberal Arts,Male,"Asian, only",2016,503
Liberal Arts,Male,"American Indian or Alaska Native, only",2016,18
Liberal Arts,Male,"White, only",2015,2380
Liberal Arts,Male,Unknown or Blank,2015,49
Liberal Arts,Male,"Two or more, excluding Hispanic and Black or African American",2015,116
Liberal Arts,Male,Non-resident Alien,2015,348
Liberal Arts,Male,"Native Hawaiian or Other Pacific Islander, only",2015,0
Liberal Arts,Male,Hispanic,2015,1032
Liberal Arts,Male,"Black or African American, two or more excluding Hispanic",2015,33
Liberal Arts,Male,"Black or African American, only",2015,136
Liberal Arts,Male,"Asian, only",2015,454
Liberal Arts,Male,"American Indian or Alaska Native, only",2015,17
Liberal Arts,Male,"White, only",2014,2234
Liberal Arts,Male,Unknown or Blank,2014,40
Liberal Arts,Male,"Two or more, excluding Hispanic and Black or African American",2014,91
Liberal Arts,Male,Non-resident Alien,2014,314
Liberal Arts,Male,"Native Hawaiian or Other Pacific Islander, only",2014,0
Liberal Arts,Male,Hispanic,2014,896
Liberal Arts,Male,"Black or African American, two or more excluding Hispanic",2014,31
Liberal Arts,Male,"Black or African American, only",2014,140
Liberal Arts,Male,"Asian, only",2014,412
Liberal Arts,Male,"American Indian or Alaska Native, only",2014,11
Liberal Arts,Male,"White, only",2013,2382
Liberal Arts,Male,Unknown or Blank,2013,35
Liberal Arts,Male,"Two or more, excluding Hispanic and Black or African American",2013,82
Liberal Arts,Male,Non-resident Alien,2013,306
Liberal Arts,Male,"Native Hawaiian or Other Pacific Islander, only",2013,6
Liberal Arts,Male,Hispanic,2013,874
Liberal Arts,Male,"Black or African American, two or more excluding Hispanic",2013,34
Liberal Arts,Male,"Black or African American, only",2013,160
Liberal Arts,Male,"Asian, only",2013,426
Liberal Arts,Male,"American Indian or Alaska Native, only",2013,19
Liberal Arts,Male,"White, only",2012,2585
Liberal Arts,Male,Unknown or Blank,2012,47
Liberal Arts,Male,"Two or more, excluding Hispanic and Black or African American",2012,87
Liberal Arts,Male,Non-resident Alien,2012,330
Liberal Arts,Male,"Native Hawaiian or Other Pacific Islander, only",2012,0
Liberal Arts,Male,Hispanic,2012,883
Liberal Arts,Male,"Black or African American, two or more excluding Hispanic",2012,26
Liberal Arts,Male,"Black or African American, only",2012,165
Liberal Arts,Male,"Asian, only",2012,460
Liberal Arts,Male,"American Indian or Alaska Native, only",2012,23
Liberal Arts,Male,"White, only",2011,2731
Liberal Arts,Male,Unknown or Blank,2011,52
Liberal Arts,Male,"Two or more, excluding Hispanic and Black or African American",2011,58
Liberal Arts,Male,Non-resident Alien,2011,304
Liberal Arts,Male,"Native Hawaiian or Other Pacific Islander, only",2011,0
Liberal Arts,Male,Hispanic,2011,872
Liberal Arts,Male,"Black or African American, two or more excluding Hispanic",2011,21
Liberal Arts,Male,"Black or African American, only",2011,168
Liberal Arts,Male,"Asian, only",2011,470
Liberal Arts,Male,"American Indian or Alaska Native, only",2011,20
Liberal Arts,Male,"White, only",2010,2970
Liberal Arts,Male,Unknown or Blank,2010,48
Liberal Arts,Male,"Two or more, excluding Hispanic and Black or African American",2010,25
Liberal Arts,Male,Non-resident Alien,2010,320
Liberal Arts,Male,"Native Hawaiian or Other Pacific Islander, only",2010,0
Liberal Arts,Male,Hispanic,2010,876
Liberal Arts,Male,"Black or African American, two or more excluding Hispanic",2010,8
Liberal Arts,Male,"Black or African American, only",2010,165
Liberal Arts,Male,"Asian, only",2010,496
Liberal Arts,Male,"American Indian or Alaska Native, only",2010,29
Liberal Arts,Male,"White, only",2009,3274
Liberal Arts,Male,Unknown or Blank,2009,46
Liberal Arts,Male,"Two or more, excluding Hispanic and Black or African American",2009,0
Liberal Arts,Male,Non-resident Alien,2009,335
Liberal Arts,Male,"Native Hawaiian or Other Pacific Islander, only",2009,0
Liberal Arts,Male,Hispanic,2009,980
Liberal Arts,Male,"Black or African American, two or more excluding Hispanic",2009,0
Liberal Arts,Male,"Black or African American, only",2009,168
Liberal Arts,Male,"Asian, only",2009,557
Liberal Arts,Male,"American Indian or Alaska Native, only",2009,30
Liberal Arts,Male,"White, only",2008,3560
Liberal Arts,Male,Unknown or Blank,2008,40
Liberal Arts,Male,"Two or more, excluding Hispanic and Black or African American",2008,0
Liberal Arts,Male,Non-resident Alien,2008,329
Liberal Arts,Male,"Native Hawaiian or Other Pacific Islander, only",2008,0
Liberal Arts,Male,Hispanic,2008,1047
Liberal Arts,Male,"Black or African American, two or more excluding Hispanic",2008,0
Liberal Arts,Male,"Black or African American, only",2008,193
Liberal Arts,Male,"Asian, only",2008,576
Liberal Arts,Male,"American Indian or Alaska Native, only",2008,29
Medical School,Female,"White, only",2018,49
Medical School,Female,Hispanic,2018,9
Medical School,Female,"Black or African American, only",2018,6
Medical School,Female,"Asian, only",2018,15
Medical School,Female,"White, only",2017,30
Medical School,Female,Hispanic,2017,5
Medical School,Female,"Black or African American, only",2017,0
Medical School,Female,"Asian, only",2017,9
Medical School,Female,"White, only",2016,13
Medical School,Female,Hispanic,2016,0
Medical School,Female,"Black or African American, only",2016,0
Medical School,Female,"Asian, only",2016,0
Medical School,Female,"White, only",2015,0
Medical School,Female,Hispanic,2015,0
Medical School,Female,"Black or African American, only",2015,0
Medical School,Female,"Asian, only",2015,0
Medical School,Female,"White, only",2014,0
Medical School,Female,Hispanic,2014,0
Medical School,Female,"Black or African American, only",2014,0
Medical School,Female,"Asian, only",2014,0
Medical School,Female,"White, only",2013,0
Medical School,Female,Hispanic,2013,0
Medical School,Female,"Black or African American, only",2013,0
Medical School,Female,"Asian, only",2013,0
Medical School,Female,"White, only",2012,0
Medical School,Female,Hispanic,2012,0
Medical School,Female,"Black or African American, only",2012,0
Medical School,Female,"Asian, only",2012,0
Medical School,Female,"White, only",2011,0
Medical School,Female,Hispanic,2011,0
Medical School,Female,"Black or African American, only",2011,0
Medical School,Female,"Asian, only",2011,0
Medical School,Female,"White, only",2010,0
Medical School,Female,Hispanic,2010,0
Medical School,Female,"Black or African American, only",2010,0
Medical School,Female,"Asian, only",2010,0
Medical School,Female,"White, only",2009,0
Medical School,Female,Hispanic,2009,0
Medical School,Female,"Black or African American, only",2009,0
Medical School,Female,"Asian, only",2009,0
Medical School,Female,"White, only",2008,0
Medical School,Female,Hispanic,2008,0
Medical School,Female,"Black or African American, only",2008,0
Medical School,Female,"Asian, only",2008,0
Medical School,Male,"White, only",2018,37
Medical School,Male,Hispanic,2018,8
Medical School,Male,"Asian, only",2018,12
Medical School,Male,"White, only",2017,30
Medical School,Male,Hispanic,2017,5
Medical School,Male,"Asian, only",2017,6
Medical School,Male,"White, only",2016,16
Medical School,Male,Hispanic,2016,0
Medical School,Male,"Asian, only",2016,0
Medical School,Male,"White, only",2015,0
Medical School,Male,Hispanic,2015,0
Medical School,Male,"Asian, only",2015,0
Medical School,Male,"White, only",2014,0
Medical School,Male,Hispanic,2014,0
Medical School,Male,"Asian, only",2014,0
Medical School,Male,"White, only",2013,0
Medical School,Male,Hispanic,2013,0
Medical School,Male,"Asian, only",2013,0
Medical School,Male,"White, only",2012,0
Medical School,Male,Hispanic,2012,0
Medical School,Male,"Asian, only",2012,0
Medical School,Male,"White, only",2011,0
Medical School,Male,Hispanic,2011,0
Medical School,Male,"Asian, only",2011,0
Medical School,Male,"White, only",2010,0
Medical School,Male,Hispanic,2010,0
Medical School,Male,"Asian, only",2010,0
Medical School,Male,"White, only",2009,0
Medical School,Male,Hispanic,2009,0
Medical School,Male,"Asian, only",2009,0
Medical School,Male,"White, only",2008,0
Medical School,Male,Hispanic,2008,0
Medical School,Male,"Asian, only",2008,0
Natural Sciences,Female,"White, only",2018,2061
Natural Sciences,Female,Unknown or Blank,2018,66
Natural Sciences,Female,"Two or more, excluding Hispanic and Black or African American",2018,184
Natural Sciences,Female,Non-resident Alien,2018,390
Natural Sciences,Female,"Native Hawaiian or Other Pacific Islander, only",2018,0
Natural Sciences,Female,Hispanic,2018,1419
Natural Sciences,Female,"Black or African American, two or more excluding Hispanic",2018,60
Natural Sciences,Female,"Black or African American, only",2018,322
Natural Sciences,Female,"Asian, only",2018,1861
Natural Sciences,Female,"American Indian or Alaska Native, only",2018,0
Natural Sciences,Female,"White, only",2017,2014
Natural Sciences,Female,Unknown or Blank,2017,64
Natural Sciences,Female,"Two or more, excluding Hispanic and Black or African American",2017,163
Natural Sciences,Female,Non-resident Alien,2017,369
Natural Sciences,Female,"Native Hawaiian or Other Pacific Islander, only",2017,6
Natural Sciences,Female,Hispanic,2017,1317
Natural Sciences,Female,"Black or African American, two or more excluding Hispanic",2017,50
Natural Sciences,Female,"Black or African American, only",2017,296
Natural Sciences,Female,"Asian, only",2017,1698
Natural Sciences,Female,"American Indian or Alaska Native, only",2017,0
Natural Sciences,Female,"White, only",2016,1989
Natural Sciences,Female,Unknown or Blank,2016,54
Natural Sciences,Female,"Two or more, excluding Hispanic and Black or African American",2016,168
Natural Sciences,Female,Non-resident Alien,2016,372
Natural Sciences,Female,"Native Hawaiian or Other Pacific Islander, only",2016,9
Natural Sciences,Female,Hispanic,2016,1318
Natural Sciences,Female,"Black or African American, two or more excluding Hispanic",2016,45
Natural Sciences,Female,"Black or African American, only",2016,321
Natural Sciences,Female,"Asian, only",2016,1632
Natural Sciences,Female,"American Indian or Alaska Native, only",2016,0
Natural Sciences,Female,"White, only",2015,2115
Natural Sciences,Female,Unknown or Blank,2015,41
Natural Sciences,Female,"Two or more, excluding Hispanic and Black or African American",2015,171
Natural Sciences,Female,Non-resident Alien,2015,365
Natural Sciences,Female,"Native Hawaiian or Other Pacific Islander, only",2015,7
Natural Sciences,Female,Hispanic,2015,1249
Natural Sciences,Female,"Black or African American, two or more excluding Hispanic",2015,41
Natural Sciences,Female,"Black or African American, only",2015,319
Natural Sciences,Female,"Asian, only",2015,1582
Natural Sciences,Female,"American Indian or Alaska Native, only",2015,6
Natural Sciences,Female,"White, only",2014,2229
Natural Sciences,Female,Unknown or Blank,2014,32
Natural Sciences,Female,"Two or more, excluding Hispanic and Black or African American",2014,166
Natural Sciences,Female,Non-resident Alien,2014,363
Natural Sciences,Female,"Native Hawaiian or Other Pacific Islander, only",2014,9
Natural Sciences,Female,Hispanic,2014,1234
Natural Sciences,Female,"Black or African American, two or more excluding Hispanic",2014,40
Natural Sciences,Female,"Black or African American, only",2014,322
Natural Sciences,Female,"Asian, only",2014,1543
Natural Sciences,Female,"American Indian or Alaska Native, only",2014,10
Natural Sciences,Female,"White, only",2013,2276
Natural Sciences,Female,Unknown or Blank,2013,27
Natural Sciences,Female,"Two or more, excluding Hispanic and Black or African American",2013,163
Natural Sciences,Female,Non-resident Alien,2013,357
Natural Sciences,Female,"Native Hawaiian or Other Pacific Islander, only",2013,7
Natural Sciences,Female,Hispanic,2013,1193
Natural Sciences,Female,"Black or African American, two or more excluding Hispanic",2013,31
Natural Sciences,Female,"Black or African American, only",2013,324
Natural Sciences,Female,"Asian, only",2013,1512
Natural Sciences,Female,"American Indian or Alaska Native, only",2013,12
Natural Sciences,Female,"White, only",2012,2231
Natural Sciences,Female,Unknown or Blank,2012,22
Natural Sciences,Female,"Two or more, excluding Hispanic and Black or African American",2012,127
Natural Sciences,Female,Non-resident Alien,2012,349
Natural Sciences,Female,"Native Hawaiian or Other Pacific Islander, only",2012,7
Natural Sciences,Female,Hispanic,2012,1072
Natural Sciences,Female,"Black or African American, two or more excluding Hispanic",2012,25
Natural Sciences,Female,"Black or African American, only",2012,319
Natural Sciences,Female,"Asian, only",2012,1479
Natural Sciences,Female,"American Indian or Alaska Native, only",2012,11
Natural Sciences,Female,"White, only",2011,2071
Natural Sciences,Female,Unknown or Blank,2011,27
Natural Sciences,Female,"Two or more, excluding Hispanic and Black or African American",2011,93
Natural Sciences,Female,Non-resident Alien,2011,342
Natural Sciences,Female,"Native Hawaiian or Other Pacific Islander, only",2011,5
Natural Sciences,Female,Hispanic,2011,979
Natural Sciences,Female,"Black or African American, two or more excluding Hispanic",2011,14
Natural Sciences,Female,"Black or African American, only",2011,296
Natural Sciences,Female,"Asian, only",2011,1346
Natural Sciences,Female,"American Indian or Alaska Native, only",2011,8
Natural Sciences,Female,"White, only",2010,2071
Natural Sciences,Female,Unknown or Blank,2010,26
Natural Sciences,Female,"Two or more, excluding Hispanic and Black or African American",2010,55
Natural Sciences,Female,Non-resident Alien,2010,351
Natural Sciences,Female,"Native Hawaiian or Other Pacific Islander, only",2010,0
Natural Sciences,Female,Hispanic,2010,930
Natural Sciences,Female,"Black or African American, two or more excluding Hispanic",2010,8
Natural Sciences,Female,"Black or African American, only",2010,293
Natural Sciences,Female,"Asian, only",2010,1330
Natural Sciences,Female,"American Indian or Alaska Native, only",2010,8
Natural Sciences,Female,"White, only",2009,2174
Natural Sciences,Female,Unknown or Blank,2009,16
Natural Sciences,Female,"Two or more, excluding Hispanic and Black or African American",2009,0
Natural Sciences,Female,Non-resident Alien,2009,335
Natural Sciences,Female,"Native Hawaiian or Other Pacific Islander, only",2009,0
Natural Sciences,Female,Hispanic,2009,880
Natural Sciences,Female,"Black or African American, two or more excluding Hispanic",2009,0
Natural Sciences,Female,"Black or African American, only",2009,300
Natural Sciences,Female,"Asian, only",2009,1325
Natural Sciences,Female,"American Indian or Alaska Native, only",2009,12
Natural Sciences,Female,"White, only",2008,2284
Natural Sciences,Female,Unknown or Blank,2008,14
Natural Sciences,Female,"Two or more, excluding Hispanic and Black or African American",2008,0
Natural Sciences,Female,Non-resident Alien,2008,331
Natural Sciences,Female,"Native Hawaiian or Other Pacific Islander, only",2008,0
Natural Sciences,Female,Hispanic,2008,857
Natural Sciences,Female,"Black or African American, two or more excluding Hispanic",2008,0
Natural Sciences,Female,"Black or African American, only",2008,314
Natural Sciences,Female,"Asian, only",2008,1289
Natural Sciences,Female,"American Indian or Alaska Native, only",2008,16
Natural Sciences,Male,"White, only",2018,1817
Natural Sciences,Male,Unknown or Blank,2018,67
Natural Sciences,Male,"Two or more, excluding Hispanic and Black or African American",2018,130
Natural Sciences,Male,Non-resident Alien,2018,648
Natural Sciences,Male,"Native Hawaiian or Other Pacific Islander, only",2018,0
Natural Sciences,Male,Hispanic,2018,978
Natural Sciences,Male,"Black or African American, two or more excluding Hispanic",2018,31
Natural Sciences,Male,"Black or African American, only",2018,157
Natural Sciences,Male,"Asian, only",2018,1663
Natural Sciences,Male,"American Indian or Alaska Native, only",2018,0
Natural Sciences,Male,"White, only",2017,1923
Natural Sciences,Male,Unknown or Blank,2017,72
Natural Sciences,Male,"Two or more, excluding Hispanic and Black or African American",2017,134
Natural Sciences,Male,Non-resident Alien,2017,620
Natural Sciences,Male,"Native Hawaiian or Other Pacific Islander, only",2017,6
Natural Sciences,Male,Hispanic,2017,1047
Natural Sciences,Male,"Black or African American, two or more excluding Hispanic",2017,33
Natural Sciences,Male,"Black or African American, only",2017,163
Natural Sciences,Male,"Asian, only",2017,1538
Natural Sciences,Male,"American Indian or Alaska Native, only",2017,5
Natural Sciences,Male,"White, only",2016,2035
Natural Sciences,Male,Unknown or Blank,2016,76
Natural Sciences,Male,"Two or more, excluding Hispanic and Black or African American",2016,135
Natural Sciences,Male,Non-resident Alien,2016,602
Natural Sciences,Male,"Native Hawaiian or Other Pacific Islander, only",2016,8
Natural Sciences,Male,Hispanic,2016,1082
Natural Sciences,Male,"Black or African American, two or more excluding Hispanic",2016,28
Natural Sciences,Male,"Black or African American, only",2016,176
Natural Sciences,Male,"Asian, only",2016,1501
Natural Sciences,Male,"American Indian or Alaska Native, only",2016,6
Natural Sciences,Male,"White, only",2015,2139
Natural Sciences,Male,Unknown or Blank,2015,70
Natural Sciences,Male,"Two or more, excluding Hispanic and Black or African American",2015,141
Natural Sciences,Male,Non-resident Alien,2015,606
Natural Sciences,Male,"Native Hawaiian or Other Pacific Islander, only",2015,13
Natural Sciences,Male,Hispanic,2015,1134
Natural Sciences,Male,"Black or African American, two or more excluding Hispanic",2015,28
Natural Sciences,Male,"Black or African American, only",2015,173
Natural Sciences,Male,"Asian, only",2015,1509
Natural Sciences,Male,"American Indian or Alaska Native, only",2015,7
Natural Sciences,Male,"White, only",2014,2393
Natural Sciences,Male,Unknown or Blank,2014,53
Natural Sciences,Male,"Two or more, excluding Hispanic and Black or African American",2014,154
Natural Sciences,Male,Non-resident Alien,2014,593
Natural Sciences,Male,"Native Hawaiian or Other Pacific Islander, only",2014,13
Natural Sciences,Male,Hispanic,2014,1252
Natural Sciences,Male,"Black or African American, two or more excluding Hispanic",2014,26
Natural Sciences,Male,"Black or African American, only",2014,193
Natural Sciences,Male,"Asian, only",2014,1513
Natural Sciences,Male,"American Indian or Alaska Native, only",2014,10
Natural Sciences,Male,"White, only",2013,2436
Natural Sciences,Male,Unknown or Blank,2013,42
Natural Sciences,Male,"Two or more, excluding Hispanic and Black or African American",2013,147
Natural Sciences,Male,Non-resident Alien,2013,608
Natural Sciences,Male,"Native Hawaiian or Other Pacific Islander, only",2013,9
Natural Sciences,Male,Hispanic,2013,1207
Natural Sciences,Male,"Black or African American, two or more excluding Hispanic",2013,26
Natural Sciences,Male,"Black or African American, only",2013,190
Natural Sciences,Male,"Asian, only",2013,1446
Natural Sciences,Male,"American Indian or Alaska Native, only",2013,10
Natural Sciences,Male,"White, only",2012,2468
Natural Sciences,Male,Unknown or Blank,2012,43
Natural Sciences,Male,"Two or more, excluding Hispanic and Black or African American",2012,109
Natural Sciences,Male,Non-resident Alien,2012,601
Natural Sciences,Male,"Native Hawaiian or Other Pacific Islander, only",2012,7
Natural Sciences,Male,Hispanic,2012,1104
Natural Sciences,Male,"Black or African American, two or more excluding Hispanic",2012,16
Natural Sciences,Male,"Black or African American, only",2012,178
Natural Sciences,Male,"Asian, only",2012,1388
Natural Sciences,Male,"American Indian or Alaska Native, only",2012,9
Natural Sciences,Male,"White, only",2011,2326
Natural Sciences,Male,Unknown or Blank,2011,41
Natural Sciences,Male,"Two or more, excluding Hispanic and Black or African American",2011,65
Natural Sciences,Male,Non-resident Alien,2011,588
Natural Sciences,Male,"Native Hawaiian or Other Pacific Islander, only",2011,0
Natural Sciences,Male,Hispanic,2011,957
Natural Sciences,Male,"Black or African American, two or more excluding Hispanic",2011,7
Natural Sciences,Male,"Black or African American, only",2011,162
Natural Sciences,Male,"Asian, only",2011,1345
Natural Sciences,Male,"American Indian or Alaska Native, only",2011,14
Natural Sciences,Male,"White, only",2010,2292
Natural Sciences,Male,Unknown or Blank,2010,43
Natural Sciences,Male,"Two or more, excluding Hispanic and Black or African American",2010,39
Natural Sciences,Male,Non-resident Alien,2010,558
Natural Sciences,Male,"Native Hawaiian or Other Pacific Islander, only",2010,0
Natural Sciences,Male,Hispanic,2010,878
Natural Sciences,Male,"Black or African American, two or more excluding Hispanic",2010,10
Natural Sciences,Male,"Black or African American, only",2010,165
Natural Sciences,Male,"Asian, only",2010,1348
Natural Sciences,Male,"American Indian or Alaska Native, only",2010,17
Natural Sciences,Male,"White, only",2009,2303
Natural Sciences,Male,Unknown or Blank,2009,34
Natural Sciences,Male,"Two or more, excluding Hispanic and Black or African American",2009,0
Natural Sciences,Male,Non-resident Alien,2009,550
Natural Sciences,Male,"Native Hawaiian or Other Pacific Islander, only",2009,0
Natural Sciences,Male,Hispanic,2009,803
Natural Sciences,Male,"Black or African American, two or more excluding Hispanic",2009,0
Natural Sciences,Male,"Black or African American, only",2009,183
Natural Sciences,Male,"Asian, only",2009,1295
Natural Sciences,Male,"American Indian or Alaska Native, only",2009,19
Natural Sciences,Male,"White, only",2008,2279
Natural Sciences,Male,Unknown or Blank,2008,30
Natural Sciences,Male,"Two or more, excluding Hispanic and Black or African American",2008,0
Natural Sciences,Male,Non-resident Alien,2008,561
Natural Sciences,Male,"Native Hawaiian or Other Pacific Islander, only",2008,0
Natural Sciences,Male,Hispanic,2008,779
Natural Sciences,Male,"Black or African American, two or more excluding Hispanic",2008,0
Natural Sciences,Male,"Black or African American, only",2008,172
Natural Sciences,Male,"Asian, only",2008,1209
Natural Sciences,Male,"American Indian or Alaska Native, only",2008,18
Nursing,Female,"White, only",2018,337
Nursing,Female,Unknown or Blank,2018,14
Nursing,Female,"Two or more, excluding Hispanic and Black or African American",2018,13
Nursing,Female,Non-resident Alien,2018,24
Nursing,Female,Hispanic,2018,140
Nursing,Female,"Black or African American, two or more excluding Hispanic",2018,5
Nursing,Female,"Black or African American, only",2018,30
Nursing,Female,"Asian, only",2018,111
Nursing,Female,"American Indian or Alaska Native, only",2018,0
Nursing,Female,"White, only",2017,346
Nursing,Female,Unknown or Blank,2017,9
Nursing,Female,"Two or more, excluding Hispanic and Black or African American",2017,18
Nursing,Female,Non-resident Alien,2017,23
Nursing,Female,Hispanic,2017,131
Nursing,Female,"Black or African American, two or more excluding Hispanic",2017,6
Nursing,Female,"Black or African American, only",2017,29
Nursing,Female,"Asian, only",2017,108
Nursing,Female,"American Indian or Alaska Native, only",2017,0
Nursing,Female,"White, only",2016,374
Nursing,Female,Unknown or Blank,2016,13
Nursing,Female,"Two or more, excluding Hispanic and Black or African American",2016,16
Nursing,Female,Non-resident Alien,2016,18
Nursing,Female,Hispanic,2016,129
Nursing,Female,"Black or African American, two or more excluding Hispanic",2016,5
Nursing,Female,"Black or African American, only",2016,33
Nursing,Female,"Asian, only",2016,101
Nursing,Female,"American Indian or Alaska Native, only",2016,0
Nursing,Female,"White, only",2015,392
Nursing,Female,Unknown or Blank,2015,12
Nursing,Female,"Two or more, excluding Hispanic and Black or African American",2015,14
Nursing,Female,Non-resident Alien,2015,21
Nursing,Female,Hispanic,2015,130
Nursing,Female,"Black or African American, two or more excluding Hispanic",2015,0
Nursing,Female,"Black or African American, only",2015,35
Nursing,Female,"Asian, only",2015,100
Nursing,Female,"American Indian or Alaska Native, only",2015,0
Nursing,Female,"White, only",2014,421
Nursing,Female,Unknown or Blank,2014,10
Nursing,Female,"Two or more, excluding Hispanic and Black or African American",2014,18
Nursing,Female,Non-resident Alien,2014,18
Nursing,Female,Hispanic,2014,141
Nursing,Female,"Black or African American, two or more excluding Hispanic",2014,0
Nursing,Female,"Black or African American, only",2014,38
Nursing,Female,"Asian, only",2014,90
Nursing,Female,"American Indian or Alaska Native, only",2014,0
Nursing,Female,"White, only",2013,459
Nursing,Female,Unknown or Blank,2013,13
Nursing,Female,"Two or more, excluding Hispanic and Black or African American",2013,24
Nursing,Female,Non-resident Alien,2013,15
Nursing,Female,Hispanic,2013,161
Nursing,Female,"Black or African American, two or more excluding Hispanic",2013,0
Nursing,Female,"Black or African American, only",2013,42
Nursing,Female,"Asian, only",2013,90
Nursing,Female,"American Indian or Alaska Native, only",2013,0
Nursing,Female,"White, only",2012,562
Nursing,Female,Unknown or Blank,2012,9
Nursing,Female,"Two or more, excluding Hispanic and Black or African American",2012,20
Nursing,Female,Non-resident Alien,2012,19
Nursing,Female,Hispanic,2012,173
Nursing,Female,"Black or African American, two or more excluding Hispanic",2012,0
Nursing,Female,"Black or African American, only",2012,49
Nursing,Female,"Asian, only",2012,90
Nursing,Female,"American Indian or Alaska Native, only",2012,0
Nursing,Female,"White, only",2011,556
Nursing,Female,Unknown or Blank,2011,12
Nursing,Female,"Two or more, excluding Hispanic and Black or African American",2011,14
Nursing,Female,Non-resident Alien,2011,31
Nursing,Female,Hispanic,2011,169
Nursing,Female,"Black or African American, two or more excluding Hispanic",2011,0
Nursing,Female,"Black or African American, only",2011,64
Nursing,Female,"Asian, only",2011,100
Nursing,Female,"American Indian or Alaska Native, only",2011,0
Nursing,Female,"White, only",2010,583
Nursing,Female,Unknown or Blank,2010,10
Nursing,Female,"Two or more, excluding Hispanic and Black or African American",2010,6
Nursing,Female,Non-resident Alien,2010,38
Nursing,Female,Hispanic,2010,152
Nursing,Female,"Black or African American, two or more excluding Hispanic",2010,0
Nursing,Female,"Black or African American, only",2010,61
Nursing,Female,"Asian, only",2010,104
Nursing,Female,"American Indian or Alaska Native, only",2010,0
Nursing,Female,"White, only",2009,587
Nursing,Female,Unknown or Blank,2009,0
Nursing,Female,"Two or more, excluding Hispanic and Black or African American",2009,0
Nursing,Female,Non-resident Alien,2009,45
Nursing,Female,Hispanic,2009,164
Nursing,Female,"Black or African American, two or more excluding Hispanic",2009,0
Nursing,Female,"Black or African American, only",2009,59
Nursing,Female,"Asian, only",2009,118
